# Nodes: 10000, Edges: 95058, Weighted: 1
29	2587	0.179389
29	2760	0.146882
29	3250	2.7
29	9427	5.07333
29	9436	5.07815
29	9650	6.02619
30	160	0.193717
30	224	0.195213
30	1096	0.0337114
30	4916	2.07846
30	8646	5.05004
30	8843	5.46268
30	8944	5.73279
31	475	3.26018
31	881	1.38213
31	2061	2.52478
31	2797	3.44778
31	3510	2.73924
31	4789	3.31358
31	8709	4.96458
32	737	2.69709
32	859	2.69708
32	958	2.69707
32	1699	2.72545
32	2904	2.95196
32	3904	2.89965
32	6582	2.84951
33	9631	0.530053
33	9730	1.769
33	9800	2.55839
33	9844	2.97583
33	9849	2.97514
33	9852	3.01981
33	9855	2.9261
34	975	1.00439
34	1809	1.6767
34	2060	0.990117
34	6284	2.94493
34	6318	1.68468
34	7073	1.45452
34	9568	6.9127
35	264	0.477578
35	840	0.08326
35	896	0.0848105
35	2933	0.0313799
35	9100	5.24628
35	9190	5.30376
35	9232	5.44117
36	3580	0.461845
36	3797	0.115326
36	3966	0.0175136
36	7031	0.014576
36	8666	2.80605
36	9875	6.83044
36	9910	6.42159
37	325	1.85203
37	1289	1.18467
37	1439	0.18994
37	8892	3.6317
37	8969	3.75181
37	8979	3.75181
37	9186	4.15807
38	147	0.078944
38	1736	0.119979
38	3039	0.0963409
38	3126	0.123151
38	5509	0.00793351
38	9781	7.89689
38	9888	8.24486
39	577	3.69983
39	674	2.85608
39	1150	2.73377
39	3431	0.270421
39	3504	3.16228
39	3669	3.60428
39	4251	3.47618
40	520	2.0077
40	744	0.115322
40	1068	1.91013
40	1282	1.85548
40	3390	2.53455
40	4629	0.122367
40	9697	9.93636
41	566	1.85203
41	2632	2.5926
41	3579	3.04852
41	4436	2.50511
41	6355	3.05046
41	6370	1.53405
41	6955	3.93747
42	366	1.57985
42	2052	1.00808
42	5806	1.62588
42	6603	2.36003
42	7053	2.76646
42	9237	3.31562
42	9350	4.01176
43	1882	0.379027
43	2084	0.488308
43	8821	2.68132
43	8841	2.7716
43	9100	3.36523
43	9190	3.42271
43	9232	3.56012
44	1694	2.26274
44	1722	3.18977
44	2310	2.63055
44	2411	2.43947
44	2433	2.43953
44	3888	2.86052
44	4982	3.10977
45	679	1.96448
45	1261	1.9645
45	1268	3.84468
45	2248	2.73516
45	3121	1.81747
45	7277	4.34139
45	8580	5.89946
46	1478	0.500707
46	1927	0.431001
46	2260	0.812116
46	4358	3.64829
46	8052	2.21367
46	9897	6.30166
46	9933	6.40918
47	144	1.33508
47	219	1.33508
47	974	1.33508
47	1316	1.33508
47	9024	4.99643
47	9032	4.99643
48	435	0.873116
48	774	1.85203
48	865	0.873105
48	1736	1.5864
48	4288	1.91099
48	9888	10.505
49	825	2.41977
49	963	1.24035
49	1579	1.89603
49	4659	0.431545
49	6718	3.88745
49	8990	6.79318
49	9488	4.01234
50	9017	0.0902327
50	9222	1.167
50	9275	1.31796
50	9555	3.09924
50	9580	3.16319
50	9668	3.90294
50	9720	3.94702
51	315	1.80332
51	1204	0.756925
51	1985	2.01024
51	2321	2.03887
51	4495	3.64829
51	4864	2.30633
51	9435	7.75254
52	486	2.52738
52	761	2.61126
52	1722	4.42041
52	1981	2.95066
52	2614	2.7
52	2861	0.117735
52	3903	4.04055
53	1717	2.26274
53	4453	0.634673
53	5821	1.67804
53	6160	2.03163
53	8664	3.65333
53	8937	4.36819
53	8941	4.30221
54	472	0.363867
54	2681	0.0928954
54	3505	0.468383
54	3953	2.54762
54	5304	2.34361
54	9456	6.67939
54	9499	6.51643
55	1460	1.27604
55	7194	0.471062
55	7457	1.64897
55	8770	3.88231
55	8927	4.11199
55	9349	5.27537
55	9715	4.32074
56	111	0.0999233
56	300	1.85203
56	3486	0.0134449
56	9657	1.50444
56	9764	4.82255
56	9774	4.99616
56	9804	5.24088
57	65	1.4042
57	810	1.40422
57	2172	1.96675
57	2774	0.654323
57	3105	2.31007
57	4393	3.64829
57	9661	8.92663
58	705	2.14041
58	782	2.21381
58	1450	2.7565
58	2482	2.45337
58	2836	3.31572
58	2860	2.87234
58	5879	0.915544
59	697	1.85203
59	9853	1.8486
59	9886	2.21377
59	9919	2.63023
59	9943	3.09854
59	9983	3.4268
59	9987	3.46424
60	1162	0.129548
60	1705	1.09114
60	2131	0.217164
60	2748	2.7
60	3152	1.24708
60	9140	5.69592
60	9977	8.29771
61	632	0.0758331
61	884	0.110046
61	1354	0.17154
61	2885	0.119839
61	3647	0.29793
61	9579	7.61826
61	9716	8.27618
62	1609	1.45394
62	2201	1.45648
62	2218	2.26274
62	2424	0.206194
62	2517	1.63146
62	5395	3.18284
62	9927	8.73755
63	549	0.0715287
63	1007	0.114837
63	2229	0.037838
63	5861	0.121365
63	9772	4.94917
63	9830	5.31501
63	9942	6.02396
64	4224	3.64829
64	9252	2.22128
64	9276	2.29575
64	9304	2.58394
64	9417	3.05061
64	9444	3.19169
64	9478	3.32977
65	810	1.06862
65	2172	1.63115
65	2986	1.99918
65	3105	1.97447
65	8962	6.00988
65	9661	8.59103
66	1496	0.0421141
66	1563	0.106678
66	2094	0.140166
66	2683	0.121167
66	9493	5.07147
66	9539	5.326
66	9688	5.86078
67	757	2.1021
67	1281	2.43761
67	3762	2.74262
67	4703	4.15692
67	6028	1.94862
67	6184	1.22225
67	9594	6.21468
68	2873	0.341508
68	9733	1.69611
68	9807	2.41492
68	9833	2.63951
68	9899	3.08304
68	9905	3.16298
68	9921	3.34727
69	350	2.3608
69	364	3.15489
69	471	3.15488
69	1595	2.96627
69	2557	1.27672
69	5070	3.75484
69	5908	2.90474
70	453	0.275575
70	530	0.356627
70	3131	0.318416
70	3449	0.839423
70	4102	3.64829
70	9868	7.15924
70	9946	7.71999
71	1453	1.40833
71	1618	1.40836
71	1850	1.40839
71	1930	1.40843
71	2463	1.40847
71	9058	6.49674
71	9742	9.62578
72	306	0.428306
72	4093	0.404997
72	8212	4.33998
72	9787	3.74582
72	9812	4.01397
72	9831	3.9068
72	9850	4.16828
73	233	1.5607
73	1414	2.26274
73	2727	2.33861
73	2895	2.33861
73	2994	2.33861
73	3660	2.60029
73	8784	5.49139
74	659	1.62925
74	1121	1.56183
74	1188	1.56183
74	2116	1.63907
74	3606	3.16228
74	6986	3.57007
74	9666	6.70618
75	326	2.41407
75	385	2.8723
75	989	2.89541
75	1292	1.85203
75	1448	1.94197
75	3107	3.11222
75	3541	3.43618
76	1654	1.40318
76	2003	1.43095
76	2148	1.43095
76	4889	4.15692
76	6625	1.9989
76	8564	4.82136
76	8950	5.58306
77	3002	0.465057
77	3350	0.348337
77	7369	4.15658
77	9220	3.76555
77	9230	3.92197
77	9248	3.94722
77	9396	4.22007
78	516	2.78322
78	535	2.78296
78	564	2.78278
78	872	2.49663
78	1923	2.10566
78	3147	0.0340549
78	4647	3.64467
79	3848	3.16228
79	8787	0.247879
79	9365	1.01032
79	9538	2.43918
79	9693	3.47855
79	9857	4.76442
79	9867	4.74591
80	1058	1.53267
80	1300	3.10294
80	2187	2.52309
80	2517	2.89755
80	3037	0.506668
80	3154	2.72859
80	4104	3.37473
81	402	0.302327
81	1000	1.85203
81	1302	0.155085
81	2113	0.00199876
81	3369	0.00330694
81	9881	8.11833
81	9891	8.25509
82	844	1.43357
82	953	0.118686
82	2007	1.84306
82	2250	2.26274
82	2698	2.08371
82	4031	1.75999
82	9928	9.43558
83	2339	0.0656066
83	2664	0.0203468
83	3202	0.07238
83	4459	1.61879
83	6081	0.590642
83	9778	7.60269
83	9890	8.32623
84	199	0.749354
84	295	0.0929184
84	1788	0.0707897
84	3647	1.16353
84	3694	0.570447
84	9736	6.99524
84	9753	7.02564
85	9205	0.985095
85	9270	1.33223
85	9376	1.78245
85	9486	2.45307
85	9562	2.66138
85	9660	3.5979
85	9721	3.85687
86	631	1.85203
86	1925	1.29221
86	3106	1.65125
86	3756	1.60317
86	3875	1.35981
86	5017	2.55541
86	9793	8.20628
87	1081	1.66652
87	1367	2.5461
87	2241	2.10462
87	2430	1.56955
87	2820	1.9474
87	3589	3.16228
87	9094	6.83399
88	735	0.278673
88	1244	0.251461
88	1287	0.199426
88	4276	0.304341
88	4294	3.64829
88	9918	7.51214
88	9963	7.97057
89	290	1.85203
89	749	3.23264
89	826	3.67117
89	939	3.51844
89	1235	2.92787
89	2105	0.0270847
89	5066	3.28979
90	1004	0.956496
90	1156	0.647878
90	1203	0.566373
90	5433	4.68722
90	9878	4.74628
90	9908	5.07972
90	9916	5.09067
91	667	0.751717
91	1306	1.85203
91	1584	3.14014
91	2110	0.708915
91	7063	3.14339
91	7340	3.38969
91	9757	5.53289
92	170	0.22758
92	613	0.22397
92	2235	0.427997
92	4119	0.81056
92	6837	2.92025
92	9300	5.98677
92	9988	8.99761
93	1164	0.136193
93	1943	0.152391
93	4629	0.0421741
93	9898	3.9251
93	9909	4.00739
93	9931	4.19639
93	9937	4.19638
94	1101	1.85203
94	1611	2.25319
94	1622	2.73102
94	2365	2.77678
94	3975	2.36482
94	4409	3.47858
94	4834	3.06415
95	158	0.215061
95	575	0.209026
95	793	0.214998
95	3838	0.123299
95	5940	0.0673895
95	9873	8.11592
95	9877	8.14091
96	674	2.10196
96	2458	0.315197
96	3222	1.14423
96	3463	3.16228
96	4250	2.01832
96	5342	1.95408
96	9826	9.137
97	1544	0.652212
97	1730	0.347799
97	1801	0.425781
97	2889	0.196522
97	2929	0.216803
97	9871	7.30545
97	9902	7.52446
98	470	1.29043
98	792	2.45633
98	856	1.78951
98	877	1.78954
98	1175	1.81559
98	5664	2.61916
98	9751	7.52686
99	636	0.209972
99	5183	3.21397
99	6086	0.291751
99	7820	1.6734
99	7860	1.96762
99	9897	6.20915
99	9933	6.31667
100	542	1.54512
100	918	1.54512
100	2193	1.93813
100	2335	1.93815
100	5656	2.66468
100	7969	4.28224
100	9408	7.0372
101	820	1.0411
101	903	2.41191
101	999	2.50525
101	4937	2.84504
101	5252	2.61201
101	8597	5.25331
102	181	2.79774
102	813	2.88373
102	878	2.20298
102	1234	2.88379
102	1886	3.00268
102	3075	2.89706
102	4460	3.64829
103	488	1.33664
103	1435	0.209864
103	1665	2.13322
103	1997	0.16931
103	2227	2.49471
103	5239	0.382812
103	9869	9.94186
104	506	1.99671
104	755	1.99669
104	2228	2.31039
104	3294	3.11489
104	5770	2.26359
104	7614	4.98602
104	8251	3.80997
105	382	2.46694
105	1484	2.07437
105	2329	2.07438
105	3231	2.7
105	3456	2.24654
105	5056	2.49984
105	8793	5.30589
106	8933	0.211003
106	9194	1.04445
106	9383	2.22418
106	9483	2.61737
106	9521	2.95844
106	9596	3.02893
106	9988	4.58463
107	329	1.85203
107	9853	1.8486
107	9886	2.21377
107	9919	2.63023
107	9943	3.09854
107	9983	3.4268
107	9987	3.46424
108	695	0.0831596
108	2363	0.385364
108	6940	1.23248
108	9021	2.7785
108	9127	3.93585
108	9967	6.04504
109	830	1.47064
109	1271	1.47076
109	1347	1.23746
109	1771	2.21017
109	3415	1.76704
109	8040	4.29999
109	8167	4.21043
110	459	0.712431
110	1326	1.1133
110	1340	0.712449
110	1852	1.41916
110	2337	1.32856
110	3903	2.0087
110	9992	9.37704
111	2815	0.107759
111	3486	0.116086
111	9218	2.47171
111	9657	2.344
111	9668	5.74682
111	9720	5.7909
112	128	0.354037
112	175	0.354041
112	253	1.86585
112	781	1.85203
112	1046	1.3822
112	5582	2.57642
112	9962	10.1357
113	519	0.312917
113	4439	3.64829
113	8926	2.49928
113	9080	3.00356
113	9093	3.0279
113	9159	3.16924
113	9813	4.65602
114	403	1.10842
114	487	1.36842
114	814	1.10841
114	1351	1.36842
114	2790	1.30013
114	8273	4.53341
114	9021	5.88135
115	934	0.137822
115	1052	0.000416498
115	1945	0.0682061
115	2602	0.189172
115	3118	0.00812418
115	9882	8.05916
115	9911	8.2059
116	131	2.09391
116	192	2.10587
116	1931	2.06066
116	3179	2.7
116	4642	1.98667
116	7543	4.10816
116	7561	4.31249
117	441	0.586238
117	3051	0.545764
117	3200	2.7
117	3208	0.545773
117	3849	0.836456
117	9747	6.88257
117	9794	7.27117
118	275	0.527687
118	647	0.527791
118	1937	2.09208
118	2886	2.84471
118	3016	2.7
118	9946	10.1493
119	937	0.623121
119	1016	0.676333
119	1057	0.723702
119	1562	0.521576
119	7144	4.26678
119	9736	7.04649
119	9753	7.07689
120	420	0.224049
120	1059	1.15626
120	1138	1.13189
120	1393	0.12226
120	5768	2.61916
120	9453	6.68869
120	9608	7.34515
121	355	0.305061
121	363	2.02136
121	408	0.305094
121	2886	2.61262
121	3016	2.05047
121	3391	2.07632
121	9980	7.29735
122	2284	1.65422
122	3264	1.77123
122	3477	1.99982
122	3540	2.23753
122	4550	2.48541
122	5298	2.56138
122	7904	3.95875
123	234	1.86727
123	883	0.845857
123	1335	0.836696
123	1883	1.57855
123	6231	6.4
123	9942	10.6963
124	2454	2.26274
124	2939	2.40308
124	4107	0.918838
124	4444	0.914023
124	5586	0.307308
124	9279	6.09802
124	9290	6.02366
125	9517	0.389045
125	9544	0.513855
125	9607	1.22443
125	9625	1.44922
125	9797	3.41122
125	9901	4.69141
125	9920	5.00002
126	703	0.0206759
126	1640	1.95933
126	4696	1.81592
126	5372	3.65293
126	5415	3.12075
126	6794	3.93
126	7273	3.98401
127	902	0.586327
127	1116	0.125735
127	1253	0.11726
127	2125	0.0845645
127	9127	4.42482
127	9732	4.7963
127	9967	6.534
128	175	0.16512
128	253	0.354052
128	1046	1.07954
128	5582	1.06462
128	9057	5.02698
128	9962	8.62393
129	713	0.299478
129	838	0.0830347
129	1862	0.241959
129	9442	3.51744
129	9525	4.06696
129	9553	4.17763
129	9618	4.40499
130	9428	0.810972
130	9582	2.04628
130	9611	2.15089
130	9673	2.64611
130	9765	3.37468
130	9786	3.68683
130	9985	1.9588
131	192	2.10587
131	1931	2.06067
131	4642	1.98668
131	5511	1.46671
131	7543	4.10817
131	7561	4.3125
132	590	0.355065
132	916	3.50379
132	2755	0.017562
132	4109	0.172432
132	5881	0.804824
132	9888	11.0977
133	384	0.93883
133	1522	0.527234
133	1726	1.66561
133	2513	1.08943
133	3332	1.39142
133	9229	5.4617
133	9278	5.59405
134	684	0.347712
134	1058	1.85203
134	1855	0.0268728
134	2554	0.0162901
134	5345	2.24513
134	5395	3.22279
134	9922	10.8179
135	3580	0.506519
135	3797	0.16
135	3966	0.0621882
135	7031	0.0176229
135	8625	2.57975
135	9875	6.87511
135	9910	6.46626
136	1925	0.610447
136	4045	3.64829
136	5017	0.366672
136	9250	1.83868
136	9538	4.48294
136	9793	2.58995
136	9867	6.78967
137	424	0.049608
137	784	0.155082
137	3191	0.53971
137	4388	1.40016
137	5032	0.117252
137	9726	7.84961
137	9741	8.01908
138	376	0.111495
138	818	0.0657111
138	1400	0.133254
138	3376	0.312556
138	4734	0.0901038
138	9862	7.9696
138	9890	7.99228
139	890	2.16801
139	996	2.16801
139	1285	2.14639
139	1851	2.3548
139	2882	2.50074
139	3634	2.80651
139	7449	2.52368
140	1372	0.812155
140	1470	0.316577
140	1881	0.243084
140	5803	0.475731
140	8718	4.60478
140	8803	5.10951
140	9111	5.58235
141	362	1.43406
141	429	1.43405
141	1036	1.11281
141	1442	2.26274
141	1486	1.72892
141	2182	1.72896
141	9742	9.22942
142	957	0.0268807
142	2947	1.2599
142	6901	2.47174
142	7118	2.62421
142	7355	2.74785
142	7783	3.16023
142	8985	4.37723
143	431	0.778514
143	1330	0.26401
143	1628	2.26274
143	3130	0.28804
143	3905	0.741766
143	9796	7.13879
143	9839	7.45714
144	219	2.99988
144	974	2.99988
144	1144	3.33365
144	1316	2.99988
144	6965	4.14095
145	785	1.19987
145	2107	1.56505
145	2162	1.81594
145	3014	2.12724
145	4592	1.94921
145	8630	0.240646
145	9592	8.01114
146	1171	0.093726
146	1878	0.309394
146	2951	0.130147
146	3150	0.316924
146	9391	4.13228
146	9747	5.64875
146	9794	6.03735
147	2584	0.00101603
147	3126	0.178063
147	4908	1.9842
147	5509	0.0134974
147	9781	8.0034
147	9888	8.35137
148	1815	0.321134
148	2238	1.09464
148	2509	0.532078
148	3919	0.869078
148	6320	2.99464
148	9530	6.57957
148	9657	7.27182
149	2436	0.207828
149	8566	1.36254
149	8585	1.36254
149	8860	2.10728
149	9077	2.66514
149	9096	2.72241
149	9965	6.24129
150	2202	0.422748
150	2930	0.0333855
150	4159	0.0703188
150	8544	3.58477
150	8559	3.78189
150	8712	4.18581
150	8995	4.59019
151	399	1.09783
151	815	1.42217
151	1032	1.42204
151	1362	1.42185
151	1467	1.91217
151	3878	3.16228
151	9742	9.39544
152	2083	0.0181713
152	2288	0.00671125
152	4646	1.8731
152	5722	0.0456194
152	9802	4.87538
152	9883	5.76923
152	9922	5.94203
153	9420	0.0823648
153	9437	0.0871298
153	9812	3.49921
153	9831	3.39204
153	9850	3.65352
153	9969	3.07417
153	9985	2.88145
154	1237	0.373196
154	2448	0.31724
154	2495	2.7
154	9383	3.51145
154	9483	3.90464
154	9521	4.24571
154	9596	4.31621
155	3042	0.144798
155	3406	0.442271
155	4443	0.184353
155	4969	0.642461
155	9168	4.62755
155	9385	5.28779
155	9422	5.33917
156	3388	0.0538356
156	4301	0.028697
156	6744	1.93429
156	8906	3.87301
156	8949	3.90104
156	9161	4.32271
156	9204	4.48899
157	217	0.918904
157	242	2.24466
157	1122	1.85203
157	3561	2.25903
157	3865	2.98925
157	3868	2.25903
157	8950	5.99708
158	793	0.012053
158	5940	0.0378609
158	8858	1.789
158	9738	4.9771
158	9873	5.72582
158	9877	5.75081
159	9398	0.640974
159	9428	1.0666
159	9601	2.36941
159	9673	2.90174
159	9718	3.44735
159	9765	3.63031
159	9965	2.61768
160	224	0.0538375
160	1096	0.0376406
160	4916	2.07846
160	8646	5.09585
160	8843	5.50849
160	8944	5.7786
161	269	0.558046
161	2804	0.125001
161	2840	2.7
161	6199	0.936956
161	9716	7.92646
161	9895	6.95451
162	851	2.28904
162	951	2.28923
162	1765	2.49299
162	4095	2.09456
162	4475	2.34159
162	8317	5.15855
162	9474	1.11641
163	2756	0.0149719
163	5101	0.147143
163	9616	2.46769
163	9624	2.54911
163	9738	3.32349
163	9873	4.07221
163	9877	4.0972
164	905	1.858
164	2675	0.337525
164	2781	0.577891
164	4547	1.3609
164	7457	2.35154
164	7463	2.0934
164	9928	8.08855
165	2131	1.36434
165	2265	2.78575
165	3152	3.5817
165	3803	0.550884
165	5137	4.57522
165	5848	3.81058
165	9173	4.47392
166	913	0.759203
166	1002	2.16626
166	1468	2.21708
166	2469	0.809886
166	3296	2.48602
166	3986	1.19464
166	9566	7.03528
167	1093	0.869639
167	2476	1.72214
167	2822	1.72213
167	5058	2.51235
167	6031	0.161945
167	6798	2.63956
167	9621	7.04034
168	852	1.55559
168	1565	1.86192
168	1631	1.86192
168	2167	1.86192
168	2321	1.88711
168	2871	2.7
168	9484	7.63978
169	372	0.474597
169	2046	0.394719
169	2878	0.749462
169	5028	0.0997364
169	5914	0.00675946
169	9615	7.36418
169	9719	7.67681
170	613	0.0950845
170	2062	2.26274
170	4119	0.501785
170	6404	1.48302
170	9300	5.678
170	9988	8.68883
171	314	1.72747
171	788	1.72748
171	1087	1.72748
171	1661	1.56419
171	1714	2.03072
171	3054	2.28241
171	9026	5.60844
172	1173	0.205512
172	5581	2.41923
172	5859	2.35389
172	6580	2.74711
172	6667	2.85959
172	6714	2.96157
172	6719	3.12134
173	630	2.05121
173	969	3.39166
173	1000	2.43252
173	1193	3.25237
173	2281	3.55262
173	3246	1.98857
173	8503	4.4228
174	607	1.02334
174	1029	1.85203
174	1405	1.04081
174	2762	1.46734
174	4175	1.74479
174	5206	2.14642
174	9913	9.252
175	253	0.354057
175	1046	1.07954
175	5582	1.06463
175	9057	5.02699
175	9962	8.62394
176	591	2.22049
176	1471	1.45344
176	2386	1.52568
176	2858	1.98192
176	3773	2.2273
176	5317	2.34569
176	8633	4.91296
177	850	3.75498
177	1085	1.78989
177	1098	2.21129
177	2306	2.40596
177	2816	2.94119
177	3061	2.7
177	3843	3.56556
178	1028	1.85203
178	2171	1.09442
178	2836	2.19598
178	4175	1.86743
178	4872	1.30158
178	5252	1.84117
178	9719	8.36803
179	220	3.03863
179	920	1.46969
179	979	0.180307
179	1518	3.39919
179	2014	2.84084
179	3569	3.42723
179	4887	3.78503
180	202	0.156197
180	771	0.0982613
180	2218	3.67491
180	3996	0.115882
180	4052	0.0569493
180	9562	5.68654
180	9721	6.88203
181	813	2.88375
181	878	2.20299
181	1231	1.85203
181	1234	2.8838
181	1886	3.00269
181	3075	2.89708
182	190	0.648109
182	570	0.11041
182	1039	0.172554
182	2295	0.440708
182	2920	2.7
182	9986	7.57514
182	9997	7.81231
183	1202	1.37144
183	1272	1.70794
183	2455	1.98747
183	6507	1.5704
183	8082	4.93325
183	8317	5.09776
183	9493	2.75607
184	1468	2.26274
184	9797	1.6876
184	9825	2.1965
184	9901	2.96779
184	9915	3.18407
184	9920	3.2764
184	9926	3.3693
185	769	0.0918835
185	1187	0.909147
185	2156	2.26274
185	2526	0.484508
185	3629	0.444067
185	9492	7.32155
185	9536	7.41706
186	304	0.488388
186	2941	0.208115
186	3578	3.16228
186	9012	2.42219
186	9300	3.02316
186	9829	4.49003
186	9988	6.034
187	709	0.0530563
187	1162	0.121773
187	2748	0.0938364
187	3907	0.0489046
187	9841	5.23411
187	9892	5.33138
187	9954	5.75537
188	4859	4.15692
188	9222	0.867202
188	9555	2.79944
188	9580	2.86339
188	9583	2.90607
188	9668	3.60314
188	9720	3.64722
189	341	1.2812
189	907	1.28129
189	938	1.85203
189	1768	2.15585
189	3710	1.91879
189	6267	2.67612
189	9640	7.35507
190	570	0.754993
190	1039	0.472835
190	2295	0.629786
190	5589	5.23832
190	9986	6.90441
190	9997	7.14158
191	9428	0.769884
191	9545	1.66013
191	9582	2.0052
191	9611	2.1098
191	9718	3.15063
191	9765	3.3336
191	9786	3.64574
192	1164	1.85203
192	1931	2.07263
192	4642	1.99864
192	7368	4.26475
192	7543	4.12013
193	3233	2.7
193	9730	2.06623
193	9734	2.05141
193	9800	2.85562
193	9844	3.27306
193	9849	3.27237
193	9855	3.22334
194	1080	1.72998
194	3957	3.16228
194	6874	1.89248
194	7091	2.4777
194	7381	2.64458
194	8493	3.79388
194	8754	4.12964
195	715	1.47182
195	828	3.30238
195	829	2.81825
195	1128	3.25671
195	1334	1.92494
195	1411	3.89384
195	5244	2.34361
196	236	0.331117
196	869	1.31188
196	2086	0.790636
196	4511	1.11244
196	4638	2.07846
196	7975	4.86947
196	9818	8.25452
197	254	2.49913
197	598	2.609
197	1919	2.77639
197	2126	3.23843
197	2214	2.58212
197	2276	2.96348
197	4964	2.07846
198	9166	1.39048
198	9277	2.0916
198	9293	2.0916
198	9297	2.09532
198	9450	2.85623
198	9471	2.67192
198	9661	3.47162
199	295	0.0284147
199	884	1.85203
199	1788	0.0378122
199	3647	1.38619
199	9736	7.2179
199	9753	7.2483
200	940	0.0626269
200	971	0.1677
200	2902	0.0199877
200	4024	1.40016
200	9809	5.04126
200	9870	5.45459
200	9924	5.92121
201	9017	0.0902327
201	9222	1.167
201	9275	1.31796
201	9555	3.09924
201	9580	3.16319
201	9668	3.90294
201	9720	3.94702
202	771	0.250944
202	2218	3.63745
202	3037	2.7
202	4052	0.12502
202	9562	5.64908
202	9721	6.84457
203	3004	2.7
203	9252	2.31952
203	9276	2.39399
203	9304	2.68218
203	9338	2.69991
203	9417	3.14885
203	9478	3.42802
204	1430	0.855145
204	3061	1.10673
204	3154	1.10558
204	3221	0.603991
204	4387	1.22371
204	8446	4.28702
204	9654	7.48769
205	271	1.49028
205	815	1.85203
205	1595	2.05822
205	2107	1.50536
205	3014	2.06755
205	3534	1.59563
205	9592	7.95145
206	3447	0.87314
206	3678	3.16228
206	3734	0.929886
206	4125	0.640761
206	4326	0.25611
206	9533	6.05963
